name,url,model,price,currency,sku,release_date,brand,category,fuel_type,color,interior_color,vehicle_transmission,engine,total_km_driven,wheel_configuration,images,source,uniq_id,scraped_at
2021 Ram 3500,https://www.truecar.com/used-cars-for-sale/listing/3C63R3HL5MG550659/2021-ram-3500/,3500,76511,USD,3C63R3HL5MG550659,2021,Ram,Pickup Truck,Diesel,Patriot Blue Pearlcoat,Diesel Gray/Black,Automatic,6.7L V-6 Diesel Turbocharged,8317,4WD,https://listings-prod.tcimg.net/listings/38936/59/06/3C63R3HL5MG550659/KSM5DM7NA2NDQ4ZL2KWVW2QBNQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/38936/59/06/3C63R3HL5MG550659/FBXZC7DVNU7HBEGSXG4KFLNFZQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/38936/59/06/3C63R3HL5MG550659/TWHVWJJN7JOEJOQYPBDCZ45ILQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/38936/59/06/3C63R3HL5MG550659/5CLAZY5LU3S2P6TA6P5HGEC274-cr-60.jpg | https://listings-prod.tcimg.net/listings/38936/59/06/3C63R3HL5MG550659/ETA7EEUVI237LFS2LOBMZVTYAM-cr-60.jpg,truecar,9f455330-47a6-51ac-b35f-62963bb6830d,07/13/22
2021 Chevrolet Traverse,https://www.truecar.com/used-cars-for-sale/listing/1GNEVHKW1MJ237529/2021-chevrolet-traverse/,Traverse,46250,USD,1GNEVHKW1MJ237529,2021,Chevrolet,SUV,Gas,Satin Steel Metallic,Jet Black,Automatic,3.6L V-6 Gas,11338,AWD,https://listings-prod.tcimg.net/listings/5344/29/75/1GNEVHKW1MJ237529/YSFJYZX6P6TADYQTQTOONX4MYM-cr-60.jpg | https://listings-prod.tcimg.net/listings/5344/29/75/1GNEVHKW1MJ237529/SRUS65NO7XDZFLORWTN2ITBPZ4-cr-60.jpg | https://listings-prod.tcimg.net/listings/5344/29/75/1GNEVHKW1MJ237529/6O6CJFQVBAUHDSFCMXXSK4JDRY-cr-60.jpg | https://listings-prod.tcimg.net/listings/5344/29/75/1GNEVHKW1MJ237529/OR3HNIKBTQPQZOW6IWUWG57KCE-cr-60.jpg | https://listings-prod.tcimg.net/listings/5344/29/75/1GNEVHKW1MJ237529/UKZYCSNPVHZY7KQDMM33UDG3ZI-cr-60.jpg,truecar,cbfd0042-c96f-5d06-9e64-92c8ed03b661,07/13/22
2021 Mercedes-Benz G-Class,https://www.truecar.com/used-cars-for-sale/listing/W1NYC7HJ2MX419778/2021-mercedes-benz-g-class/,G-Class,239991,USD,W1NYC7HJ2MX419778,2021,Mercedes-Benz,SUV,Gas,Designo Moonlight White Metallic,Black,Automatic,4.0L V-8 Gas Turbocharged,54,AWD,https://listings-prod.tcimg.net/listings/55218/78/97/W1NYC7HJ2MX419778/5BD5E4KATMXZ6RYSSLXXVOJFPI-og-60.jpg | https://listings-prod.tcimg.net/listings/55218/78/97/W1NYC7HJ2MX419778/52DJ7XRA53FJF66CU4TKU2MXAU-og-60.jpg | https://listings-prod.tcimg.net/listings/55218/78/97/W1NYC7HJ2MX419778/7HHUNIT2JWG4SOIXMOBWKI5NOQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/55218/78/97/W1NYC7HJ2MX419778/WD3QDTO2SCX62FNMLRKUEOM74Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/55218/78/97/W1NYC7HJ2MX419778/LTGYTXKQQEXNWUPPBDXXKMSLOM-og-60.jpg,truecar,5c469b64-f2f2-5498-83b1-dc60ba41ba37,07/13/22
2021 BMW 3 Series,https://www.truecar.com/used-cars-for-sale/listing/3MW5U9J02M8B63674/2021-bmw-3-series/,3 Series,56998,USD,3MW5U9J02M8B63674,2021,BMW,Sedan,Gas,Portimao Blue Metallic,Black,Automatic,3.0L Inline-6 Gas Turbocharged,14999,AWD,https://listings-prod.tcimg.net/listings/6361/74/36/3MW5U9J02M8B63674/PZB2FMJWXD25FQOEQLKNBOO5RA-cr-60.jpg | https://listings-prod.tcimg.net/listings/6361/74/36/3MW5U9J02M8B63674/TFKRPCLCABAYRM7K57RQLRIKCA-cr-60.jpg | https://listings-prod.tcimg.net/listings/6361/74/36/3MW5U9J02M8B63674/YPRO2P7UYECMTVM2G5V3OTMP2U-cr-60.jpg | https://listings-prod.tcimg.net/listings/6361/74/36/3MW5U9J02M8B63674/ZC6IWGWIDZLOA7V4IENMUDBBLA-cr-60.jpg | https://listings-prod.tcimg.net/listings/6361/74/36/3MW5U9J02M8B63674/KN3ZKRWYFLMFN2AI6GRJ7DEOTA-cr-60.jpg,truecar,f6cf2905-a876-5147-a41d-40afa4126d4e,07/13/22
2022 Honda Civic,https://www.truecar.com/used-cars-for-sale/listing/2HGFE2F51NH537538/2022-honda-civic/,Civic,32997,USD,2HGFE2F51NH537538,2022,Honda,Sedan,Gas,Unknown,Unknown,Automatic,2.0L Inline-4 Gas,2697,FWD,https://listings-prod.tcimg.net/listings/27882/38/75/2HGFE2F51NH537538/VD7IWDY4GBZG6XHQBAXETWL2EM-cr-60.jpg | https://listings-prod.tcimg.net/listings/27882/38/75/2HGFE2F51NH537538/NJ3A62CLBUQX6ITQSPHRLNZE6I-cr-60.jpg | https://listings-prod.tcimg.net/listings/27882/38/75/2HGFE2F51NH537538/PPIUBNTKCUASVTRQYBVXBTE4QQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/27882/38/75/2HGFE2F51NH537538/IWRZXXZRUU3VEN6QNQLPTR7HBE-cr-60.jpg | https://listings-prod.tcimg.net/listings/27882/38/75/2HGFE2F51NH537538/32S5YK2PLT7FOZNYVREDNKQCZY-cr-60.jpg,truecar,58b8ffa4-13ca-5be5-bd43-6c98570ffac4,07/13/22
2015 Buick Enclave,https://www.truecar.com/used-cars-for-sale/listing/5GAKVBKD9FJ283671/2015-buick-enclave/,Enclave,18703,USD,5GAKVBKD9FJ283671,2015,Buick,SUV,Gas,Dark Chocolate Metallic,Choccachino,Automatic,3.6L V-6 Gas,118835,AWD,,truecar,9d7b9bfd-4d50-5707-bfca-415c35c9e918,07/13/22
2018 Ford Edge,https://www.truecar.com/used-cars-for-sale/listing/2FMPK4J97JBB95023/2018-ford-edge/,Edge,29958,USD,2FMPK4J97JBB95023,2018,Ford,SUV,Gas,Blue Metallic,Ebony,Automatic,2.0L Inline-4 Gas Turbocharged,32013,AWD,https://listings-prod.tcimg.net/listings/37804/23/50/2FMPK4J97JBB95023/KT4AWK7HJMYSD4HRHAMSWAC57M-cr-60.jpg | https://listings-prod.tcimg.net/listings/37804/23/50/2FMPK4J97JBB95023/FVSYDXCOOPD5YN2EOYHUMVXW2M-cr-60.jpg | https://listings-prod.tcimg.net/listings/37804/23/50/2FMPK4J97JBB95023/CELVBRIFARN7KDQZX4KOARHV5I-cr-60.jpg | https://listings-prod.tcimg.net/listings/37804/23/50/2FMPK4J97JBB95023/WGTNJ35ZX32VCFTG32A4UQYM6M-cr-60.jpg | https://listings-prod.tcimg.net/listings/37804/23/50/2FMPK4J97JBB95023/XYAUETYQNJ43XDSUPDYVMBSLFE-cr-60.jpg,truecar,f1d6cd8b-cff4-588e-ad2b-12214e5c6756,07/13/22
2020 Toyota RAV4,https://www.truecar.com/used-cars-for-sale/listing/2T3W1RFV8LC048426/2020-toyota-rav4/,RAV4,27967,USD,2T3W1RFV8LC048426,2020,Toyota,SUV,Gas,Silver Sky Metallic,Black,Automatic,2.5L Inline-4 Gas,63145,FWD,https://listings-prod.tcimg.net/listings/8825/26/84/2T3W1RFV8LC048426/TLWVQ5QLFFUJ7CBCWTPUIPFJYQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/8825/26/84/2T3W1RFV8LC048426/J3JNXPSHQ2M5H5IHUMNK4MN37E-cr-60.jpg | https://listings-prod.tcimg.net/listings/8825/26/84/2T3W1RFV8LC048426/ILKHULIBIN6MVVGMGO4CG7OIOQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/8825/26/84/2T3W1RFV8LC048426/HNDDXJDXXQM7HOAYOZDOC55HXA-cr-60.jpg | https://listings-prod.tcimg.net/listings/8825/26/84/2T3W1RFV8LC048426/TCOZHXE63EK6NIZLDCH6WOVAFQ-cr-60.jpg,truecar,2f2f6505-1a92-52a7-ae23-240d78b5257f,07/13/22
2018 Volkswagen Jetta,https://www.truecar.com/used-cars-for-sale/listing/3VWDB7AJ2JM252050/2018-volkswagen-jetta/,Jetta,17737,USD,3VWDB7AJ2JM252050,2018,Volkswagen,Sedan,Gas,Black Uni,Titan Black,Automatic,1.4L Inline-4 Gas Turbocharged,60783,FWD,https://listings-prod.tcimg.net/listings/76553/50/20/3VWDB7AJ2JM252050/6UYWREKFA4PFWXNSY6PTYOSKQA-cr-60.jpg | https://listings-prod.tcimg.net/listings/76553/50/20/3VWDB7AJ2JM252050/ZB2E64VYWJBW5QI7H3D3V2JXVQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/76553/50/20/3VWDB7AJ2JM252050/NMO5NHGS6E4UZMRP4QYH3FNQ54-cr-60.jpg | https://listings-prod.tcimg.net/listings/76553/50/20/3VWDB7AJ2JM252050/6NLT7ONLF2VKFRBVMNTGM3KCJY-cr-60.jpg | https://listings-prod.tcimg.net/listings/76553/50/20/3VWDB7AJ2JM252050/I2IH7BBAGE6IUBAH2HSRBFGU3M-cr-60.jpg,truecar,a05c86fb-b4bb-5931-97c2-931d10c8725b,07/13/22
2019 Honda Pilot,https://www.truecar.com/used-cars-for-sale/listing/5FNYF6H3XKB070421/2019-honda-pilot/,Pilot,36495,USD,5FNYF6H3XKB070421,2019,Honda,SUV,Gas,White Diamond Pearl,Black,Automatic,3.5L V-6 Gas,29211,AWD,https://listings-prod.tcimg.net/listings/130677/21/04/5FNYF6H3XKB070421/FUYP4AOKWT4GS4SG6HG5I74NBA-cr-60.jpg | https://listings-prod.tcimg.net/listings/130677/21/04/5FNYF6H3XKB070421/V6EF76VYWUIZWE525CZ6HOE5EU-cr-60.jpg | https://listings-prod.tcimg.net/listings/130677/21/04/5FNYF6H3XKB070421/FMFHNEL56S7J2GHASMUJNMIX2A-cr-60.jpg | https://listings-prod.tcimg.net/listings/130677/21/04/5FNYF6H3XKB070421/MGARUTX7ORZOE3DVMWC75IIJ5E-cr-60.jpg | https://listings-prod.tcimg.net/listings/130677/21/04/5FNYF6H3XKB070421/62M27SMGOWHGDECM72LIPOVKJA-cr-60.jpg,truecar,d99ad671-eca3-54bb-9032-37f7a8c07c38,07/13/22
2016 GMC Acadia,https://www.truecar.com/used-cars-for-sale/listing/1GKKRNED4GJ309440/2016-gmc-acadia/,Acadia,19191,USD,1GKKRNED4GJ309440,2016,GMC,SUV,Gas,Sparkling Silver Metallic,Ebony,Automatic,3.6L V-6 Gas,61714,FWD,https://listings-prod.tcimg.net/listings/309194/40/94/1GKKRNED4GJ309440/E3VMIXPQGCIGYJLUUEP75IKN6Q-og-60.jpg | https://listings-prod.tcimg.net/listings/309194/40/94/1GKKRNED4GJ309440/CNAUVYWXIRC23GLXH5KYGGTAXM-og-60.jpg | https://listings-prod.tcimg.net/listings/309194/40/94/1GKKRNED4GJ309440/5RAITOUFRAVSFPOHZLA4535YCM-og-60.jpg | https://listings-prod.tcimg.net/listings/309194/40/94/1GKKRNED4GJ309440/AMBCWLAHRRDCYKYQRHCQ3WLAE4-og-60.jpg | https://listings-prod.tcimg.net/listings/309194/40/94/1GKKRNED4GJ309440/LRE5VEQLVXYBUMDHRXHGDDSF7Y-og-60.jpg,truecar,81229e30-9788-5e4a-9d56-2000da0e5de7,07/13/22
2011 Chevrolet Tahoe,https://www.truecar.com/used-cars-for-sale/listing/1GNSCBE05BR102985/2011-chevrolet-tahoe/,Tahoe,24990,USD,1GNSCBE05BR102985,2011,Chevrolet,SUV,Gas,Summit White,Light Cashmere/Dark Cashmere,Automatic,5.3L V-8 Gas,89028,RWD,https://listings-prod.tcimg.net/listings/77763/85/29/1GNSCBE05BR102985/PIU2TE3U5CE6EOMMCBF7Y2HVTE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/85/29/1GNSCBE05BR102985/VX4LLFKTKJP2HBBA7GY3JKZFNE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/85/29/1GNSCBE05BR102985/DCNWIM55NSEVPQCDI2PCJ3IWWQ-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/85/29/1GNSCBE05BR102985/AIGIFB2EFP4LQPQ5SPJB5TQPXE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/85/29/1GNSCBE05BR102985/FBLMJZESJKL6VSYLU5TME3PUVY-og-60.jpg,truecar,81fa4a34-9709-5844-ae4c-253adbd14109,07/13/22
2015 Ford F-150,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EP9FFC88462/2015-ford-f-150/,F-150,32990,USD,1FTEW1EP9FFC88462,2015,Ford,Pickup Truck,Gas,White,Gray,Automatic,2.7L V-6 Gas Turbocharged,59691,4WD,https://listings-prod.tcimg.net/listings/77763/62/84/1FTEW1EP9FFC88462/AWMEIRSEFJLTU5HBZ23NTHAIWA-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/62/84/1FTEW1EP9FFC88462/VX4LLFKTKJP2HBBA7GY3JKZFNE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/62/84/1FTEW1EP9FFC88462/5QSH75DCAEWASLKSRGFPCCT6YU-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/62/84/1FTEW1EP9FFC88462/P3JMS4AMD7JC5JZ3INIDJ6ZKXY-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/62/84/1FTEW1EP9FFC88462/YPKB2DBFOTLRRVE4PX2SE7PD34-og-60.jpg,truecar,7f82e60f-9695-5ebc-b38b-9e57a71ecb9c,07/13/22
2017 Buick Envision,https://www.truecar.com/used-cars-for-sale/listing/LRBFXBSA0HD241051/2017-buick-envision/,Envision,25990,USD,LRBFXBSA0HD241051,2017,Buick,SUV,Gas,Chili Red Metallilc,Light Neutral,Automatic,2.5L Inline-4 Gas,37481,FWD,https://listings-prod.tcimg.net/listings/77763/51/10/LRBFXBSA0HD241051/GAPBECHECYOVCW3LFGUGIBLYO4-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/51/10/LRBFXBSA0HD241051/VX4LLFKTKJP2HBBA7GY3JKZFNE-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/51/10/LRBFXBSA0HD241051/23YWCXTKUT63DTD35GSBX2NFLI-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/51/10/LRBFXBSA0HD241051/5RZ2FRZS2XYCDJWWBKT4L754EQ-og-60.jpg | https://listings-prod.tcimg.net/listings/77763/51/10/LRBFXBSA0HD241051/MS5ZDMXG4NPWFSU6STAAEV6DHE-og-60.jpg,truecar,38d3b3b0-bdeb-5e77-bd83-287f17e52a8a,07/13/22
2019 Jeep Grand Cherokee,https://www.truecar.com/used-cars-for-sale/listing/1C4RJFAG3KC709204/2019-jeep-grand-cherokee/,Grand Cherokee,33691,USD,1C4RJFAG3KC709204,2019,Jeep,SUV,Gas,Diamond Black Crystal Pearlcoat,Black,Automatic,3.6L V-6 Gas,23246,4WD,https://listings-prod.tcimg.net/listings/40369/04/92/1C4RJFAG3KC709204/A44AYYXDTR2EAPCKEZKETAUY5M-og-60.jpg | https://listings-prod.tcimg.net/listings/40369/04/92/1C4RJFAG3KC709204/MMPJ5DHYRT2TOUE4PK7JT2QEMI-og-60.jpg | https://listings-prod.tcimg.net/listings/40369/04/92/1C4RJFAG3KC709204/7J5PIR4ITZQSATGYDSUKHM5XFQ-og-60.jpg | https://listings-prod.tcimg.net/listings/40369/04/92/1C4RJFAG3KC709204/VIDKGGNVGYYFRAVFL53F5AQ4UE-og-60.jpg | https://listings-prod.tcimg.net/listings/40369/04/92/1C4RJFAG3KC709204/7CWBOG5XIOJJG45SWZ66J42YXQ-og-60.jpg,truecar,44219e88-7e06-5109-8138-c2a21325a5d2,07/13/22
2020 Acura ILX,https://www.truecar.com/used-cars-for-sale/listing/19UDE2F76LA010633/2020-acura-ilx/,ILX,27954,USD,19UDE2F76LA010633,2020,Acura,Sedan,Gas,Modern Steel Metallic,Ebony,Automatic,2.4L Inline-4 Gas,34015,FWD,https://listings-prod.tcimg.net/listings/14434/33/06/19UDE2F76LA010633/GWOA6X6TNLCCDC4PQTV2KT5SPI-cr-60.jpg | https://listings-prod.tcimg.net/listings/14434/33/06/19UDE2F76LA010633/4IXEUKFRH6ELGYD37PBL3F7IK4-cr-60.jpg | https://listings-prod.tcimg.net/listings/14434/33/06/19UDE2F76LA010633/35AGVDBSGJCIJMLS32CJ4GBNFQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/14434/33/06/19UDE2F76LA010633/DFJLW6BY4FKMC2YUZHLRUWZLTY-cr-60.jpg | https://listings-prod.tcimg.net/listings/14434/33/06/19UDE2F76LA010633/5ZJJIGQTIMO62DCPQOIS4A3MPU-cr-60.jpg,truecar,a643f327-a7df-5cff-8d45-51e95cfa9362,07/13/22
2021 Honda Civic,https://www.truecar.com/used-cars-for-sale/listing/19XFC1F34ME002565/2021-honda-civic/,Civic,28601,USD,19XFC1F34ME002565,2021,Honda,Sedan,Gas,Aegean Blue Metallic,Black,Automatic,1.5L Inline-4 Gas Turbocharged,6792,FWD,https://listings-prod.tcimg.net/listings/22145/65/25/19XFC1F34ME002565/CMMSXDAKHPZLVRPOD6VTJ3IOXI-cr-60.jpg | https://listings-prod.tcimg.net/listings/22145/65/25/19XFC1F34ME002565/AFC5D25XXETEARCUFUMEOPF6GE-cr-60.jpg | https://listings-prod.tcimg.net/listings/22145/65/25/19XFC1F34ME002565/R7HGIMWTYJS6OR2YJKZUAA32YI-cr-60.jpg | https://listings-prod.tcimg.net/listings/22145/65/25/19XFC1F34ME002565/OEOTEZDHEFUQISKBUE46IPANRI-cr-60.jpg | https://listings-prod.tcimg.net/listings/22145/65/25/19XFC1F34ME002565/F7SZADBY3JNXD7JKGYLU73LIWM-cr-60.jpg,truecar,38f74817-c7ef-5f98-8805-711de5e35e05,07/13/22
2012 Nissan Murano,https://www.truecar.com/used-cars-for-sale/listing/JN8AZ1MW6CW223423/2012-nissan-murano/,Murano,12599,USD,JN8AZ1MW6CW223423,2012,Nissan,SUV,Gas,Super Black,Black,Automatic,3.5L V-6 Gas,100545,AWD,https://listings-prod.tcimg.net/listings/111032/23/34/JN8AZ1MW6CW223423/GRXP22SIW65BYWRUVOPC6HRTCY-cr-60.jpg | https://listings-prod.tcimg.net/listings/111032/23/34/JN8AZ1MW6CW223423/DRERNJ6KBQ5P2KPS7LDYHPNTSY-cr-60.jpg | https://listings-prod.tcimg.net/listings/111032/23/34/JN8AZ1MW6CW223423/IGF4KFKOLYDURVQVN4PKE62H7Y-cr-60.jpg | https://listings-prod.tcimg.net/listings/111032/23/34/JN8AZ1MW6CW223423/SHKZQRX3D7MTUA7PRLPMECGXUE-cr-60.jpg | https://listings-prod.tcimg.net/listings/111032/23/34/JN8AZ1MW6CW223423/HRQSIATMASRWECYFPV7HAFSILI-cr-60.jpg,truecar,582b893f-c820-5c72-b7da-c79955adfb6a,07/13/22
2017 GMC Acadia Limited,https://www.truecar.com/used-cars-for-sale/listing/1GKKVSKD2HJ174927/2017-gmc-acadia-limited/,Acadia Limited,23699,USD,1GKKVSKD2HJ174927,2017,GMC,SUV,Gas,White Frost Tricoat,Ebony,Automatic,3.6L V-6 Gas,94024,AWD,https://listings-prod.tcimg.net/listings/73332/27/49/1GKKVSKD2HJ174927/3WFK54KWJHWZCRDJCIAMCGCHLY-cr-60.jpg | https://listings-prod.tcimg.net/listings/73332/27/49/1GKKVSKD2HJ174927/5CNLTL7DX3AWQS6NNWAAOLCRFY-cr-60.jpg | https://listings-prod.tcimg.net/listings/73332/27/49/1GKKVSKD2HJ174927/ETJGFILHYBK4XW2T2USKMMZQ7A-cr-60.jpg | https://listings-prod.tcimg.net/listings/73332/27/49/1GKKVSKD2HJ174927/OGPDCTRCZIFYOEQOOWZE5TMRH4-cr-60.jpg | https://listings-prod.tcimg.net/listings/73332/27/49/1GKKVSKD2HJ174927/2CEKLUMWXHYSKISIH6JZKPRGSQ-cr-60.jpg,truecar,7510ffbb-3b87-50dd-adc5-50d0060a877f,07/13/22
2018 Ford F-150,https://www.truecar.com/used-cars-for-sale/listing/1FTEW1E57JKC28615/2018-ford-f-150/,F-150,34888,USD,1FTEW1E57JKC28615,2018,Ford,Pickup Truck,Gas,Oxford White,Medium Earth Gray,Automatic,5.0L V-8 Gas,64939,4WD,https://listings-prod.tcimg.net/listings/8714/15/86/1FTEW1E57JKC28615/J7UBAJUGGUHX5Y32FBMXCNKXZQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/8714/15/86/1FTEW1E57JKC28615/WHQ5J644TSN5IPIIL2JD6LBIVI-cr-60.jpg | https://listings-prod.tcimg.net/listings/8714/15/86/1FTEW1E57JKC28615/LM6FVG6V3ZJFRSDWNPOJKKZDX4-cr-60.jpg | https://listings-prod.tcimg.net/listings/8714/15/86/1FTEW1E57JKC28615/L7NN5L47WPSVTR226CCQKO7KLQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/8714/15/86/1FTEW1E57JKC28615/SFYA5M2FUD2NG7KFO7XBESXE2I-cr-60.jpg,truecar,c4baca50-2d66-5fe1-965b-6ad75530c1b5,07/13/22
2021 Ram 1500,https://www.truecar.com/used-cars-for-sale/listing/1C6SRFJT6MN799972/2021-ram-1500/,1500,54995,USD,1C6SRFJT6MN799972,2021,Ram,Pickup Truck,Gas,Flame Red Clearcoat,Black,Automatic,5.7L V-8 Gas,5617,4WD,https://listings-prod.tcimg.net/listings/40576/72/99/1C6SRFJT6MN799972/5ZDH7D42Q7YHEIQZVBHYKGZWDA-cr-60.jpg | https://listings-prod.tcimg.net/listings/40576/72/99/1C6SRFJT6MN799972/D5U65ZKNVJDDEVKD77UBQ5MFAI-cr-60.jpg | https://listings-prod.tcimg.net/listings/40576/72/99/1C6SRFJT6MN799972/XB72ZZ4XDHV7A5YIW6MTOP64HA-cr-60.jpg | https://listings-prod.tcimg.net/listings/40576/72/99/1C6SRFJT6MN799972/2ZDROASCHAVC7W37JDI2EKFFQQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/40576/72/99/1C6SRFJT6MN799972/GWDMRNPXZ5KSMN76552ISZWUYU-cr-60.jpg,truecar,a29ad5da-1db2-5196-85e9-680d1911cd48,07/13/22
2017 Ram 1500,https://www.truecar.com/used-cars-for-sale/listing/1C6RR7YG7HS506925/2017-ram-1500/,1500,30888,USD,1C6RR7YG7HS506925,2017,Ram,Pickup Truck,Gas,Granite Crystal Metallic Clearcoat,Red/Black,Automatic,3.6L V-6 Gas,79752,4WD,https://listings-prod.tcimg.net/listings/9746/25/69/1C6RR7YG7HS506925/LOTECYWZNYW7XRW6PWMNQYWY64-cr-60.jpg | https://listings-prod.tcimg.net/listings/9746/25/69/1C6RR7YG7HS506925/YALRJNBK4IW66DU7TTVZDDG5S4-cr-60.jpg | https://listings-prod.tcimg.net/listings/9746/25/69/1C6RR7YG7HS506925/DCWNJ5ESC6MQWJ7JT2TEN5AQAU-cr-60.jpg | https://listings-prod.tcimg.net/listings/9746/25/69/1C6RR7YG7HS506925/G2XU3WO6VFWVWYSWFPDSCBJLFU-cr-60.jpg | https://listings-prod.tcimg.net/listings/9746/25/69/1C6RR7YG7HS506925/GKIC3EI64VAKUCMCLTY6YH5YR4-cr-60.jpg,truecar,0c0885d1-5f89-52ca-835a-bb06ff10d50f,07/13/22
2018 Ford Expedition,https://www.truecar.com/used-cars-for-sale/listing/1FMJK1JT9JEA14024/2018-ford-expedition/,Expedition,43986,USD,1FMJK1JT9JEA14024,2018,Ford,SUV,Gas,Magnetic Metallic,Ebony,Automatic,3.5L V-6 Gas Turbocharged,66119,4WD,https://listings-prod.tcimg.net/listings/86711/24/40/1FMJK1JT9JEA14024/GEOMNKLDJI52IHS3WIKHQ2CPYI-cr-60.jpg | https://listings-prod.tcimg.net/listings/86711/24/40/1FMJK1JT9JEA14024/LISC52FFWFLUWGMCN4552U4U54-cr-60.jpg | https://listings-prod.tcimg.net/listings/86711/24/40/1FMJK1JT9JEA14024/NMAZZQTTTVZFKMJT7FJFZICUXY-cr-60.jpg | https://listings-prod.tcimg.net/listings/86711/24/40/1FMJK1JT9JEA14024/DP45KHXGQTONPOTOYVY7YADXPU-cr-60.jpg | https://listings-prod.tcimg.net/listings/86711/24/40/1FMJK1JT9JEA14024/26O6BUFAFTYVJN7XXMN2HCBYQA-cr-60.jpg,truecar,9acafe1b-3714-5e96-bbd7-bf5e60d4709d,07/13/22
2013 Jeep Wrangler,https://www.truecar.com/used-cars-for-sale/listing/1C4BJWDG6DL615317/2013-jeep-wrangler/,Wrangler,,USD,1C4BJWDG6DL615317,2013,Jeep,SUV,Gas,Billet Silver Metallic,Black Interior,Automatic,3.6L V-6 Gas,97346,4WD,,truecar,98c6e97d-00dc-5248-879b-2753f8fadeca,07/13/22
2020 Lincoln Continental,https://www.truecar.com/used-cars-for-sale/listing/1LN6L9RP8L5600452/2020-lincoln-continental/,Continental,51595,USD,1LN6L9RP8L5600452,2020,Lincoln,Sedan,Gas,Pristine White,Cappuccino,Automatic,2.7L V-6 Gas Turbocharged,12401,FWD,https://listings-prod.tcimg.net/listings/39862/52/04/1LN6L9RP8L5600452/EFXIES3POZTPXFSAOXF4YT2ESQ-cr-60.jpg | https://listings-prod.tcimg.net/listings/39862/52/04/1LN6L9RP8L5600452/YGQRCLPWIRGN4A2K4W5FZDX2CA-cr-60.jpg | https://listings-prod.tcimg.net/listings/39862/52/04/1LN6L9RP8L5600452/YFJCHBCHDTOSNGNQNLGR5T4J3Q-cr-60.jpg | https://listings-prod.tcimg.net/listings/39862/52/04/1LN6L9RP8L5600452/6PTXBVW36TNVYBE57DKIY44KQU-cr-60.jpg | https://listings-prod.tcimg.net/listings/39862/52/04/1LN6L9RP8L5600452/JVYSKIOMUM5I7RMMCCY3NHTIJ4-cr-60.jpg,truecar,9f104d0f-83b1-5dc1-8ac2-ad1a8ab8e8b7,07/13/22
2015 Ram 1500,https://www.truecar.com/used-cars-for-sale/listing/1C6RR7GG9FS743589/2015-ram-1500/,1500,,USD,1C6RR7GG9FS743589,2015,Ram,Pickup Truck,Gas,Bright Silver Metallic Clearcoat,Diesel Gray/Black,Automatic,3.6L V-6 Gas,134759,4WD,,truecar,691e8105-d1fa-563a-a621-e2caa0bd9916,07/13/22
2019 Mercedes-Benz GLA,https://www.truecar.com/used-cars-for-sale/listing/WDCTG4GB7KU007167/2019-mercedes-benz-gla/,GLA,29346,USD,WDCTG4GB7KU007167,2019,Mercedes-Benz,SUV,Gas,Polar White,Crystal Grey,Automatic,2.0L Inline-4 Gas Turbocharged,26694,AWD,https://listings-prod.tcimg.net/listings/220021/67/71/WDCTG4GB7KU007167/JZSOXXOZY7SQZOLZ6REGKWGD4E-cr-60.jpg | https://listings-prod.tcimg.net/listings/220021/67/71/WDCTG4GB7KU007167/6I4VWRYB2HN2IDHEWX5DW6J3QE-cr-60.jpg | https://listings-prod.tcimg.net/listings/220021/67/71/WDCTG4GB7KU007167/HYHEKKAE6FINU4L6YVI4LA6YO4-cr-60.jpg | https://listings-prod.tcimg.net/listings/220021/67/71/WDCTG4GB7KU007167/74KRSNFXEPHXVPYURLBGCOSYTY-cr-60.jpg | https://listings-prod.tcimg.net/listings/220021/67/71/WDCTG4GB7KU007167/NBZEJ7GWSJ7XZNFRWYAA2YDX24-cr-60.jpg,truecar,46b7ae46-a342-5392-a4cc-df18ead8a4c7,07/13/22
